Source;Distance;Number of Changes;LengthSequenceA;LengthSequenceB;LengthBacktrace
randomized;510,4666666664;385;206;415;424
randomized;514,6666666664;392;206;415;424
randomized;509,9999999998;391;206;415;424
randomized;511,7999999997;385;206;415;425
randomized;517,5999999997;391;206;415;426
randomized;513,4666666664;389;206;415;424
randomized;515,5333333331;396;206;415;425
randomized;516,7333333331;391;206;415;425
randomized;516,4666666664;395;206;415;425
randomized;515,4666666664;397;206;415;425
randomized;513,5333333330;386;206;415;425
randomized;515,1333333330;393;206;415;425
randomized;515,9333333330;390;206;415;425
randomized;515,7333333331;390;206;415;426
randomized;507,5333333330;390;206;415;424
randomized;517,9999999998;395;206;415;425
randomized;514,7333333330;394;206;415;425
randomized;515,8666666664;389;206;415;426
randomized;512,7333333330;394;206;415;425
randomized;513,6666666664;397;206;415;424
randomized;513,7333333331;395;206;415;425
randomized;515,9999999997;396;206;415;425
randomized;518,9999999998;393;206;415;426
randomized;513,4666666664;394;206;415;424
randomized;516,7333333331;388;206;415;426
randomized;513,8666666663;388;206;415;424
randomized;515,9999999997;394;206;415;424
randomized;517,9999999997;390;206;415;426
randomized;515,0666666664;392;206;415;425
randomized;512,7333333331;391;206;415;424
randomized;515,1999999997;389;206;415;425
randomized;518,3999999998;394;206;415;426
randomized;511,0666666665;389;206;415;425
randomized;516,4666666664;387;206;415;426
randomized;515,9999999997;392;206;415;424
randomized;514,5333333331;391;206;415;424
randomized;521,1333333330;394;206;415;426
randomized;516,8666666664;392;206;415;425
randomized;514,3999999997;393;206;415;424
randomized;510,8666666664;386;206;415;424
randomized;519,2666666664;394;206;415;426
randomized;511,4666666664;393;206;415;424
randomized;512,8666666664;392;206;415;424
randomized;509,9999999998;393;206;415;423
randomized;517,3999999997;398;206;415;425
randomized;516,1333333331;392;206;415;426
randomized;513,6666666665;392;206;415;425
randomized;516,4666666664;395;206;415;425
randomized;510,7999999998;391;206;415;425
randomized;509,8666666664;385;206;415;424
randomized;511,9333333331;390;206;415;424
randomized;509,9333333330;391;206;415;423
randomized;517,5333333331;393;206;415;425
randomized;515,3999999997;389;206;415;425
randomized;519,2666666665;388;206;415;426
randomized;513,8666666663;401;206;415;424
randomized;513,7333333331;389;206;415;424
randomized;511,1999999998;390;206;415;423
randomized;515,1999999997;395;206;415;424
randomized;510,9999999997;387;206;415;424
randomized;517,1333333330;399;206;415;424
randomized;511,2666666664;387;206;415;424
randomized;515,0666666664;386;206;415;426
randomized;513,3999999998;386;206;415;425
randomized;516,7999999997;395;206;415;425
randomized;510,4666666664;389;206;415;423
randomized;514,3999999997;389;206;415;425
randomized;516,0666666664;393;206;415;425
randomized;511,7333333330;384;206;415;425
randomized;515,1333333331;393;206;415;425
randomized;513,4666666663;389;206;415;424
randomized;515,1333333331;388;206;415;425
randomized;509,7999999997;391;206;415;424
randomized;518,2666666664;394;206;415;425
randomized;512,6666666665;384;206;415;424
randomized;513,9999999998;386;206;415;425
randomized;513,4666666664;395;206;415;424
randomized;511,0666666664;389;206;415;424
randomized;513,1333333330;390;206;415;425
randomized;512,9999999997;396;206;415;424
randomized;515,9333333330;393;206;415;425
randomized;515,2666666663;394;206;415;425
randomized;511,9333333331;388;206;415;425
randomized;514,5999999997;391;206;415;425
randomized;517,8666666665;395;206;415;426
randomized;511,7999999997;391;206;415;424
randomized;511,6666666664;387;206;415;424
randomized;507,2666666663;391;206;415;423
randomized;513,2666666664;390;206;415;425
randomized;514,3999999999;395;206;415;424
randomized;518,7333333330;398;206;415;425
randomized;514,5999999997;391;206;415;425
randomized;511,4666666664;388;206;415;424
randomized;513,3999999998;393;206;415;425
randomized;513,5999999998;389;206;415;424
randomized;519,3999999998;391;206;415;426
randomized;516,8666666663;396;206;415;425
randomized;507,5999999997;389;206;415;423
randomized;520,1999999997;394;206;415;427
randomized;519,5999999997;391;206;415;426
randomized;517,8666666665;397;206;415;426
randomized;514,5999999997;393;206;415;425
randomized;511,4666666664;392;206;415;423
randomized;511,7999999997;387;206;415;425
randomized;511,5333333330;390;206;415;424
randomized;515,1999999997;391;206;415;425
randomized;509,6666666663;387;206;415;424
randomized;515,8666666664;394;206;415;425
randomized;516,7333333330;397;206;415;426
randomized;516,8666666664;395;206;415;426
randomized;514,5333333331;385;206;415;426
randomized;515,3999999997;393;206;415;425
randomized;516,2666666663;389;206;415;425
randomized;508,5333333331;385;206;415;424
randomized;511,7999999997;392;206;415;424
randomized;511,3333333330;388;206;415;424
randomized;519,0666666664;393;206;415;426
randomized;510,7333333330;389;206;415;424
randomized;508,9333333331;387;206;415;423
randomized;515,1333333330;392;206;415;425
randomized;517,9333333331;398;206;415;426
randomized;517,1999999997;391;206;415;425
randomized;513,3999999997;396;206;415;424
randomized;511,8666666664;393;206;415;424
randomized;514,7333333329;386;206;415;425
randomized;515,7999999997;396;206;415;425
randomized;510,0666666664;387;206;415;424
randomized;511,5333333330;390;206;415;425
randomized;516,0666666664;390;206;415;425
randomized;514,0666666665;396;206;415;424
randomized;514,5333333332;388;206;415;424
randomized;520,5333333331;392;206;415;427
randomized;512,2666666664;387;206;415;423
randomized;512,0666666664;391;206;415;423
randomized;517,0666666663;396;206;415;425
randomized;519,4666666664;389;206;415;426
randomized;512,0666666664;391;206;415;424
randomized;518,9999999997;394;206;415;426
randomized;513,5999999998;397;206;415;424
randomized;510,3333333330;391;206;415;424
randomized;516,3333333331;391;206;415;426
randomized;514,2666666663;390;206;415;425
randomized;512,1999999997;388;206;415;425
randomized;516,4666666664;387;206;415;426
randomized;513,5999999996;387;206;415;425
randomized;513,7333333330;391;206;415;424
randomized;515,9999999997;389;206;415;426
randomized;512,7999999997;393;206;415;425
randomized;517,5333333330;395;206;415;426
randomized;516,6666666663;399;206;415;424
randomized;516,0666666664;386;206;415;426
randomized;513,3333333330;389;206;415;425
randomized;517,2666666664;388;206;415;425
randomized;511,9999999997;387;206;415;424
randomized;515,4666666663;393;206;415;424
randomized;512,6666666664;387;206;415;425
randomized;515,1999999998;393;206;415;425
randomized;513,2666666664;392;206;415;425
randomized;509,1999999997;394;206;415;423
randomized;517,9333333331;392;206;415;425
randomized;511,4666666664;391;206;415;424
randomized;512,3999999997;391;206;415;424
randomized;514,3333333330;388;206;415;424
randomized;512,4666666664;391;206;415;424
randomized;510,1999999998;385;206;415;424
randomized;515,9999999997;390;206;415;425
randomized;514,8666666664;392;206;415;425
randomized;509,3999999998;390;206;415;423
randomized;514,1999999997;394;206;415;425
randomized;514,4666666664;386;206;415;426
randomized;510,2666666664;385;206;415;424
randomized;515,3333333331;393;206;415;426
randomized;517,7333333331;390;206;415;426
randomized;519,6666666664;388;206;415;427
randomized;512,8666666665;388;206;415;425
randomized;518,8666666664;393;206;415;427
randomized;516,6666666665;391;206;415;426
randomized;516,5333333331;388;206;415;426
randomized;511,6666666664;393;206;415;424
randomized;513,1333333331;391;206;415;424
randomized;512,4666666664;390;206;415;425
randomized;513,4666666663;392;206;415;424
randomized;515,1333333331;391;206;415;426
randomized;516,4666666663;387;206;415;426
randomized;516,6666666664;395;206;415;425
randomized;508,9333333331;383;206;415;423
randomized;510,7999999998;388;206;415;424
randomized;510,6666666664;390;206;415;423
randomized;513,4666666665;393;206;415;424
randomized;518,4666666664;398;206;415;425
randomized;512,8666666664;398;206;415;423
randomized;520,0666666664;393;206;415;426
randomized;515,7999999997;391;206;415;425
randomized;516,0666666664;392;206;415;425
randomized;508,3999999997;390;206;415;423
randomized;512,1999999997;389;206;415;425
randomized;513,0666666664;386;206;415;425
randomized;513,8666666663;389;206;415;425
randomized;512,3999999997;391;206;415;424
randomized;510,1999999998;395;206;415;424
randomized;515,3333333331;390;206;415;425
randomized;513,5333333330;393;206;415;425
randomized;515,9999999997;398;206;415;425
randomized;509,7999999997;388;206;415;424
randomized;514,7999999997;389;206;415;425
randomized;516,7999999997;396;206;415;425
randomized;514,7999999997;389;206;415;425
randomized;515,1999999997;388;206;415;425
randomized;520,1999999997;393;206;415;426
randomized;519,1333333330;395;206;415;426
randomized;512,3999999997;387;206;415;425
randomized;513,8666666664;389;206;415;425
randomized;508,1999999997;391;206;415;423
randomized;512,9333333330;387;206;415;425
randomized;514,5333333331;391;206;415;425
randomized;516,9333333330;390;206;415;426
randomized;519,5999999997;395;206;415;426
randomized;515,3333333331;391;206;415;425
randomized;517,3999999997;392;206;415;426
randomized;517,7333333332;389;206;415;427
randomized;510,8666666664;392;206;415;423
randomized;511,0666666664;386;206;415;424
randomized;518,5333333331;391;206;415;426
randomized;519,0666666663;393;206;415;426
randomized;516,9333333330;399;206;415;425
randomized;516,0666666664;391;206;415;425
randomized;514,0666666664;389;206;415;425
randomized;520,3999999997;396;206;415;425
randomized;516,5333333330;387;206;415;425
randomized;521,1333333331;400;206;415;427
randomized;514,2666666664;393;206;415;424
randomized;512,9999999997;392;206;415;424
randomized;514,8666666664;386;206;415;425
randomized;518,7333333330;396;206;415;425
randomized;514,2666666663;391;206;415;424
randomized;515,9999999997;391;206;415;425
randomized;515,1333333331;389;206;415;426
randomized;514,9999999997;387;206;415;425
randomized;518,1333333331;390;206;415;426
randomized;517,3999999996;390;206;415;426
randomized;516,8666666664;393;206;415;425
randomized;513,1333333330;391;206;415;424
randomized;513,0666666664;388;206;415;425
randomized;515,9333333330;391;206;415;425
randomized;513,3333333330;395;206;415;424
randomized;510,9333333331;395;206;415;423
randomized;513,5333333332;385;206;415;425
randomized;510,6666666664;389;206;415;424
randomized;518,7333333331;388;206;415;426
randomized;513,5333333331;397;206;415;424
randomized;525,6666666664;397;206;415;427
randomized;512,4666666664;391;206;415;423
randomized;515,8666666664;395;206;415;425
randomized;512,9333333330;384;206;415;424
randomized;513,1999999997;390;206;415;424
randomized;514,1333333330;390;206;415;425
randomized;518,3333333331;393;206;415;425
randomized;511,4666666664;390;206;415;424
randomized;515,1999999998;392;206;415;425
randomized;517,0666666664;397;206;415;425
randomized;515,5999999998;389;206;415;425
randomized;512,8666666664;386;206;415;424
randomized;510,9333333330;387;206;415;424
randomized;512,9999999997;391;206;415;424
randomized;513,9333333330;389;206;415;425
randomized;514,0666666663;392;206;415;424
randomized;516,1999999997;396;206;415;424
randomized;518,4666666664;389;206;415;426
randomized;515,3333333330;393;206;415;425
randomized;514,9333333331;393;206;415;425
randomized;512,8666666664;390;206;415;424
randomized;517,3333333330;394;206;415;426
randomized;521,8666666664;397;206;415;427
randomized;517,4666666664;396;206;415;425
randomized;512,9333333330;395;206;415;424
randomized;515,9333333330;385;206;415;426
randomized;509,7333333332;386;206;415;424
randomized;510,5333333330;386;206;415;424
randomized;514,4666666664;390;206;415;425
randomized;515,9333333331;399;206;415;424
randomized;513,1999999997;387;206;415;425
randomized;517,4666666665;387;206;415;426
randomized;512,2666666664;398;206;415;424
randomized;517,9999999997;396;206;415;426
randomized;512,9333333330;390;206;415;424
randomized;517,9333333330;391;206;415;426
randomized;519,6666666663;393;206;415;426
randomized;514,6666666664;387;206;415;425
randomized;513,4666666664;389;206;415;425
randomized;515,4666666664;383;206;415;426
randomized;512,4666666664;391;206;415;424
randomized;508,7999999997;385;206;415;424
randomized;513,1333333330;390;206;415;424
randomized;517,9333333331;395;206;415;425
randomized;508,9333333330;393;206;415;423
randomized;514,2666666664;394;206;415;425
randomized;514,2666666664;386;206;415;425
randomized;517,9999999997;390;206;415;426
randomized;517,8666666664;391;206;415;426
randomized;516,0666666665;391;206;415;425
randomized;514,8666666663;397;206;415;425
